# ChooseHextech 套路数据（社区用户套路 data/userjson + 每英雄 1 条常规兜底）
# 生成：collect/scripts/userjson-merge.mts，2026-08-15
# 格式：英雄  套路名  海克斯推荐  装备推荐  对局技巧  作者  适用版本
英雄	套路名	海克斯推荐	装备推荐	对局技巧	作者	适用版本
阿卡丽	坦克流	牙仙子、暗影疾奔、全凭身法、渴血、升级：耀光、最终形态、质变：棱彩阶、威能之追求	红水晶、复用型药水、晶体护腕、心之钢、水银之靴、无终恨意、自然之力、兰顿之兆	心之钢贴脸普攻叠血，W 烟雾里拖时间等被动强化普攻。；无终恨意周期性回血，R 进场后开 W 保命拉扯。；用 E 标记逃生目标再二段回来，别脱离烟雾范围被抓。	社区采集	26.16
艾瑞莉娅	物理半肉攻速特效流	狂徒豪气、升级：耀光、渴血、秘术冲拳、无尽大杀四方、大力、全凭身法、罪恶快感	鞋子、吸血鬼节杖、复用型药水、破败王者之刃、水银之靴、焚天、兰顿之兆、千变者贾修	叠满被动后 Q 进场，破败与焚天交替强化普攻。；E 眩晕留人后普攻叠层，千变者贾修叠满回血站场。；R 大范围标记多人，Q 连续刷新多段突进收割。	社区采集	26.16
约里克	坦克流	虚幻武器、重量级打击手、无尽大杀四方、黎明使者的坚决、渴血、秘术冲拳、泰坦的坚决、高压锅	巨人腰带、红水晶、心之钢、水银之靴、冰脉护手、星蚀、朔极之矛、兰顿之兆	Q 击杀小兵生成坟墓，召唤小鬼配合 E 标记集火。；心之钢近身叠血，冰脉护手强化普攻减速留人。；W 牢笼框住突进者，R 侍女放边路分推牵制。	社区采集	26.16
卡蜜尔	战士半肉流	无尽大杀四方、大力、渴血、罪恶快感、飞升仪式、黎明使者的坚决、最终形态、全凭身法	长剑、复用型药水、耀光、三相之力、水银之靴、焚天、水银弯刀、兰顿之兆	E 钩索眩晕后 Q 二段打出真实伤害打残前排。；三相之力咒刃强化 Q，焚天普攻回血站场。；R 大招框住关键目标，限制其逃生。	社区采集	26.16
巴德	法术流	仁慈打击、咏叹奏鸣、急救用具、升级：耀光、扇巴掌、炽烈黎明、喂呜喂呜、全心为你	复用型药水、遗失的章节、卢登的回声、法师之靴、巫妖之祸、破败王者之刃、虚空之杖、女妖面纱	收集木灵强化普攻，巫妖之祸咒刃补爆发。；Q 命中两人触发眩晕开团，卢登回声溅射消耗。；E 传送门快速切入或撤退，R 凝滞先手开团。	社区采集	26.16
弗拉基米尔	炼狱导管无限W流	炼狱导管、循环往复、尤里卡、面包和果酱	兰德里的折磨、星界驱驰、裂隙制造者、朔极之矛、灭世者的死亡之帽	锻体：CD、法强、生命值、移速		26.16
弗拉基米尔	终极唤醒无限W	终极唤醒、炼狱导管、回归基本功	恶魔法典	锻体：CD、法穿、移速、全能吸血		26.16
弗拉基米尔	法坦流	钢化你心、坦克引擎	裂隙制造者、星界驱驰、灭世者的死亡之帽、朔极之矛、霸王血铠、狂徒铠甲	核体：CD、法强、法穿、生命值、移速		26.16
弗拉基米尔	物转法吸血鬼	物理转魔法、不祥契约、会心治疗、科学狂人、歌利亚巨人	裂隙制造者、兰德里的折磨、霸王血铠、灭世者的死亡之帽、朔极之矛	核体：CD、法穿、法强、移速、全能吸血		26.16
弗拉基米尔	死亡之环流	死亡之环、海克斯科技龙魂、术士果汁盒、尤里卡、升级：中娅、回归基本功	星界驱驰、裂隙制造者、灭世者的死亡之帽、影焰、法师之靴、虚空之杖、中娅沙漏	核心：死亡之环		26.16
易	秘术冲拳无限Q流剑圣	秘术冲拳、全凭身法、循环往复、面包和黄油、急速之追求	狂妄、夺萃之镰、黑色切割者、朔极之矛、死亡之舞、无穷饥渴	锻体：CD、移速、攻击力、物穿		26.16
易	小小的额外帮助特效流	小小的额外帮助、双刀流、巨人杀手、穿针引线	收集者、破败王者之刃、鬼索的狂暴之刃、纳沃利烁刃、死亡之舞	锻体：攻速、全能吸血、物穿、移速		26.16
易	暴击流剑圣	升级：无尽之刃、双发快射、升级：收集者	收集者、破败王者之刃、多米尼克领主的致意、无尽之刃、狂战士胫甲、死亡之舞	锻体：攻击力、物穿、全能吸血、CD、移速、攻速		26.16
易	特效流	双刀流、穿针引线、巨人杀手、缩小射线	收集者、破败王者之刃、鬼索的狂暴之刃、界弓、死亡之舞	锻体：攻速、全能吸血、物穿、移速		26.16
瑞兹	属性爆炸瑞天帝	物理转魔法、由心及物、歌利亚巨人、沃格勒特的巫师帽	大天使之杖、魔宗、凛冬之临、霸王血铠、裂隙制造者、灭世者的死亡之帽、时光之杖	锻体：法强、生命值、CD、全能吸血、移速		26.16
瑞兹	超负荷无限EQ瑞兹	超负荷、由心及物、回归基本功、术士果汁盒	时光之杖、大天使之杖、魔宗、凛冬之临、冰霜之心、败魔、狂徒铠甲	锻体：全能吸血、法穿、法强、抗性、移速		26.16
瑞兹	法术机关枪瑞兹	由心及物、溢流、无限循环往复、尤里卡、灵巧	时光之杖、大天使之杖、裂隙制造者、虚空之杖、灭世者的死亡之帽、狂徒铠甲、自然之力	锻体：CD、法强、法穿、全能吸血、移速		26.16
卢锡安	易损法爆雷霆战机流	珠光护手、易损、升级：无尽之刃、巨人杀手、溢流、牙仙子	收集者、多米尼克领主的致意、无尽之刃、公理圆弧、饮血剑、魔宗	锻体：物穿、攻击力、CD、移速、全能吸血		26.16
卢锡安	爆穿流	巨人杀手、溢流、升级：收集者	收集者、无尽之刃、多米尼克领主的致意、公理圆弧、饮血剑、海克斯镜片 C44	锻体：物穿、攻击力、攻速、CD、移速、全能吸血		26.16
卢锡安	多重射击AP卢锡安	多重射击、狙神飞星、循环往复、无限循环往复	卢登的回声、黯炎火炬、影焰、视界专注、法师之靴、灭世者的死亡之帽	核弹：CD、法穿、法强、移速		26.16
卢锡安	滑板卢仙	秘术冲拳、双刀流、全凭身法、循环往复、无限循环往复、缩小引擎	纳沃利烁刃、黑色切割者、裂隙制造者、无穷饥渴、冰脉护手、朔极之矛、振奋盔甲	核弹：CD、全能吸血、移速、物穿		26.16
奇亚娜	超负荷无限QW流	超负荷、吸血习性、魔法转物理	狂妄、魔宗、赛瑞尔达的怨恨、死亡之舞、自然之力、兰顿之兆、万世催化石	锻体：全能吸血、攻击力、物穿、移速		26.16
奇亚娜	大法师无限QW流	大法师、全凭身法、缩小引擎、无限循环往复	狂妄、魔宗、死亡之舞、朔极之矛、赛瑞尔达的怨恨、无穷饥渴、万世催化石	锻体：CD、物穿、攻击力、移速、全能吸血		26.16
奇亚娜	法爆奇亚娜	珠光护手、升级：无尽之刃	狂妄、收集者、无尽之刃、多米尼克领主的致意、死亡之舞、败魔	锻体：物穿、攻击力、CD、移速、全能吸血		26.16
奇亚娜	超负荷推土机流	超负荷、全凭身法、牙仙子、大地苏醒	狂妄、万世催化石、收集者、死亡之舞、电震涡流剑、赛瑞尔达的怨恨	核心：超负荷		26.16
加里奥	100%减伤加里奥	吞噬灵魂、扇巴掌、叠角龙、无限循环往复、歌利亚巨人、坦克引擎	心之钢、裂隙制造者、狂徒铠甲、无终恨意、千变者贾修、时光之杖、灭世者的死亡之帽	锻体：CD、法强、抗性		26.16
加里奥	帝国指令加里奥	钢化你心	心之钢、时光之杖、帝国指令、灭世者的死亡之帽、虚空之杖、视界专注、星界驱驰	锻体：CD		26.16
赛恩	坦克流	钢化你心	心之钢、无终恨意、狂徒铠甲、振奋盔甲、巨型九头蛇、霸王血铠	锻体：生命值、抗性、攻击力、CD、移速		26.16
赛恩	穿甲召唤送死流	空投熊、鲨鱼诱饵、俯冲轰炸、更万用的瞄准镜	收集者、公理圆弧、狂战士胫甲、多米尼克领主的致意、无尽之刃、亵渎九头蛇、幽梦之灵	锻体：物穿、攻击力、攻速、CD、移速、全能吸血		26.16
赛恩	自爆卡车大招流塞恩	俯冲轰炸、巨人杀手、钢化你心	心之钢、基克的聚合、海克斯注力刚壁、公理圆弧、猎魔人弩箭、残疫、幻影之舞	锻体：攻击力、攻速、生命值、移速		26.16
厄运小姐	大法师暴雨流	大法师、尤里卡、无限循环往复、缩小引擎、冰寒	黯炎火炬、兰德里的折磨、大天使之杖、影焰、放血者的诅咒、视界专注、星界驱驰	锻体：CD、法穿、法强、移速、全能吸血		26.16
厄运小姐	纯粹主义术士AP女枪	纯粹主义者 - 术师、急速之追求	黯炎火炬、巫妖之祸、兰德里的折磨、影焰、大天使之杖、放血者的诅咒	锻体：CD、攻速、移速、法穿、全能吸血		26.16
厄运小姐	暴穿流	升级：无尽之刃、升级：收集者、巨人杀手、灵巧	收集者、公理圆弧、无尽之刃、多米尼克领主的致意、海克斯镜片 C44、饮血剑、夜之锋刃	锻体：物穿、攻击力、攻速、全能吸血、移速		26.16
艾希	大法师无限大招流	大法师、大招工具人、纯粹主义者 - 术师、无限循环往复、循环往复、缩小引擎	帝国指令、残疫、公理圆弧、视界专注、星界驱驰、灭世者的死亡之帽	锻体：CD、法穿、法强		26.16
艾希	秘术冲拳无限大招流	秘术冲拳、虚幻武器	斯塔缇克电刃、帝国指令、残疫、卢安娜的飓风、蜕生、视界专注	锻体：CD、攻速、移速、全能吸血		26.16
艾希	狙神飞星AP寒冰	狙神飞星、大招工具人	帝国指令、视界专注、影焰、灭世者的死亡之帽、蜕生、残疫	锻体：CD、法穿、法强		26.16
贾克斯	秘术冲拳武器	秘术冲拳、虚幻武器	破败王者之刃、死亡之舞、朔极之矛、千变者贾修、海克斯科技枪刃、水银之靴	锻体：CD、攻速、全能吸血、移速		26.16
贾克斯	物法皆修武器	物法皆修、更万用的瞄准镜、吸血习性、踢踏舞、尤里卡、叠角龙	斯塔缇克电刃、鬼索的狂暴之刃、海克斯科技枪刃、振奋盔甲、死亡之舞、千变者贾修	锻体：攻速、CD、移速、全能吸血		26.16
贾克斯	叠角龙究极数值流	吞噬灵魂、叠角龙、扇巴掌、无限循环往复、坦克引擎	心之钢、狂徒铠甲、霸王血铠、裂隙制造者、海克斯科技枪刃	锻体：CD、抗性、生命值、全能吸血、移速		26.16
基兰	大法师+纯粹主义术士无限炸弹流	大法师、纯粹主义者 - 术师、无限循环往复、尤里卡	大天使之杖、纳什之牙、巫妖之祸、时光之杖、凛冬之临、帝国指令	锻体：CD、法强、移速、全能吸血		26.16
基兰	大法师无限炸弹流	大法师、无限循环往复、尤里卡、循环往复、由心及物、回归基本功	时光之杖、黯炎火炬、大天使之杖、星界驱驰、凛冬之临、蜕生	锻体：CD、法强、移速、全能吸血		26.16
蒙多医生	数值怪力流	坦克引擎、钢化你心、重量级打击手、歌利亚巨人、飞身踢	心之钢、狂徒铠甲、巨型九头蛇、霸王血铠、振奋盔甲、千变者贾修	锻体：抗性、治疗强度、CD、移速、生命值		26.16
蒙多医生	法穿丢子流	回归基本功、牙仙子、巨人杀手、玻璃大炮、藏身草丛	法师之靴、影焰、风暴狂涌、虚空之杖、朔极之矛、电震涡流剑	锻体：法穿、CD		26.16
蒙多医生	易损肉装暴击流	易损、飞身踢	心之钢、无终恨意、荆棘之甲、璀璨回响、振奋盔甲、阿塔玛的清算	锻体：抗性、治疗强度、CD、移速、生命值		26.16
普朗克	回归基本功船长	回归基本功、升级：无尽之刃、溢流、唯快不破、灵魂虹吸、巨人杀手、大力、升级：收集者、秘术冲拳	收集者、夺萃之镰、明朗之靴、无尽之刃、多米尼克领主的致意、公理圆弧、狂妄、电震涡流剑、不朽盾弓	锻体：攻击力、物穿、CD、移速、全能吸血		26.16
普朗克	QQ船长	秘术冲拳、升级：耀光、面包和黄油、升级：无尽之刃、升级：收集者、回归基本功、溢流、灵魂虹吸、巨人杀手	收集者、黄昏与黎明、夺萃之镰、明朗之靴、无尽之刃、海克斯镜片 C44	锻体：攻击力、物穿、CD、移速、全能吸血		26.16
普朗克	唯快不破增伤流	唯快不破、升级：无尽之刃、回归基本功、溢流、灵魂虹吸、家园卫士、冰寒、巨人杀手、大力	收集者、夺萃之镰、明朗之靴、无尽之刃、多米尼克领主的致意、公理圆弧、狂妄、电震涡流剑、不朽盾弓	锻体：攻击力、物穿、CD、移速、全能吸血		26.16
特朗德尔	大法师无限E巨魔	大法师、循环往复、无限循环往复、急速之追求、纯粹主义者 - 术师	帝国指令、班德尔音管、凛冬之临、视界专注、狂徒铠甲	锻体：CD、法穿		26.16
特朗德尔	地形专家炽燃利息巨魔	地形专家、炽燃利息、炼狱导管、无限循环往复、急速之追求、回归基本功	帝国指令、黯炎火炬、兰德里的折磨、裂隙制造者、视界专注、蜕生	锻体：CD、法穿、全能吸血		26.16
特朗德尔	地形专家AP巨魔	地形专家、炼狱导管、大法师、扇巴掌	帝国指令、明朗之靴、残疫、影焰、灭世者的死亡之帽、视界专注、万世催化石、凛冬之临	锻体：CD、法穿、法强、移速		26.16
布里茨	大法师无限大招无限Q扩胸机器人	大法师、尤里卡、纯粹主义者 - 术师、杀戮时间到了	残疫、凛冬之临、大天使之杖、黄昏与黎明、影焰、灭世者的死亡之帽	锻体：CD、法强、法穿、全能吸血、移速		26.16
布里茨	爆穿一刀流	邦！、升级：无尽之刃、巨人杀手、更万用的瞄准镜、升级：收集者	狂妄、夺萃之镰、电震涡流剑、无尽之刃、多米尼克领主的致意、亵渎九头蛇	锻体：物穿、攻击力、全能吸血、攻速		26.16
布里茨	多重射击机器人	多重射击、循环往复、海克斯科技龙魂	明朗之靴、凛冬之临、冰霜之心、星界驱驰、璀璨回响	锻体：CD、移速、抗性、生命值		26.16
